year,month,day,hour,min,second,minsincemidnight,phi,theta,predictphi,predicttheta
2011,2,15,2,36,29,156,-53.226944,21,-54.533617,77.191772
2011,2,15,2,36,30,156,-53.226944,22,-54.533617,77.191777
2011,2,15,2,36,30,156,-53.226944,24,-54.533617,77.191777
2011,2,15,2,36,30,156,-53.226944,21,-54.533617,77.191777
2011,2,15,2,36,30,156,-52.226944,25,-54.533617,77.191777
2011,2,15,2,36,32,156,-53.226944,18,-54.533617,77.191788
2011,2,15,2,36,32,156,-53.226944,26,-54.533617,77.191788
2011,2,15,2,36,33,156,-53.226944,21,-54.533617,77.191793
2011,2,15,2,36,36,156,-53.226944,24,-54.533617,77.191809
2011,2,15,2,36,36,156,-53.226944,22,-54.533617,77.191809
2011,2,15,2,36,36,156,-52.226944,25,-54.533617,77.191809
2011,2,15,2,36,36,156,-54.226944,18,-54.533617,77.191809
2011,2,15,2,36,36,156,-53.226944,19,-54.533617,77.191809
2011,2,15,2,36,38,156,-54.226944,20,-54.533617,77.191820
2011,2,15,2,36,38,156,-54.226944,21,-54.533617,77.191820
2011,2,15,2,36,39,156,-54.226944,18,-54.533617,77.191825
2011,2,15,2,36,39,156,-52.226944,26,-54.533617,77.191825
2011,2,15,2,36,40,156,-53.226944,23,-54.533617,77.191830
2011,2,15,2,36,40,156,-54.226944,18,-54.533617,77.191830
2011,2,15,2,36,41,156,-54.226944,28,-54.533617,77.191835
2011,2,15,2,36,41,156,-53.226944,21,-54.533617,77.191835
2011,2,15,2,36,42,156,-52.226944,25,-54.533617,77.191841
2011,2,15,2,36,43,156,-54.226944,21,-54.533617,77.191846
2011,2,15,2,36,43,156,-51.226944,28,-54.533617,77.191846
2011,2,15,2,36,43,156,-53.226944,22,-54.533617,77.191846
2011,2,15,2,36,44,156,-53.226944,24,-54.533617,77.191851
2011,2,15,2,36,45,156,-54.226944,21,-54.533617,77.191856
2011,2,15,2,36,45,156,-54.226944,21,-54.533617,77.191856
2011,2,15,2,36,46,156,-53.226944,24,-54.533617,77.191862
2011,2,15,2,36,46,156,-53.226944,21,-54.533617,77.191862
2011,2,15,2,36,47,156,-53.226944,26,-54.533617,77.191867
2011,2,15,2,36,48,156,-53.226944,21,-54.533617,77.191872
2011,2,15,2,36,49,156,-54.226944,18,-54.533617,77.191877
2011,2,15,2,36,50,156,-54.226944,18,-54.533617,77.191883
2011,2,15,2,36,51,156,-54.226944,21,-54.533617,77.191888
2011,2,15,2,36,51,156,-53.226944,23,-54.533617,77.191888
2011,2,15,2,36,53,156,-54.226944,21,-54.533617,77.191898
2011,2,15,2,36,55,156,-52.226944,25,-54.533617,77.191909
2011,2,15,2,36,56,156,-54.226944,18,-54.533617,77.191914
2011,2,15,2,36,56,156,-52.226944,26,-54.533617,77.191914
2011,2,15,2,36,58,156,-54.226944,20,-54.533617,77.191925
2011,2,15,2,37,0,157,-52.226944,26,-54.283632,77.191935
2011,2,15,2,37,0,157,-52.226944,28,-54.283632,77.191935
2011,2,15,2,37,4,157,-53.226944,24,-54.283632,77.191956
2011,2,15,2,37,11,157,-53.226944,26,-54.283632,77.191993
2011,2,15,2,37,11,157,-53.226944,23,-54.283632,77.191993
2011,2,15,2,37,12,157,-52.226944,28,-54.283632,77.191998
2011,2,15,2,37,14,157,-51.226944,26,-54.283632,77.192009
2011,2,15,2,37,14,157,-52.226944,24,-54.283632,77.192009
2011,2,15,2,37,14,157,-52.226944,25,-54.283632,77.192009
2011,2,15,2,37,15,157,-52.226944,24,-54.283632,77.192014
2011,2,15,2,37,17,157,-52.226944,28,-54.283632,77.192024
2011,2,15,2,37,17,157,-53.226944,24,-54.283632,77.192024
2011,2,15,2,37,19,157,-53.226944,23,-54.283632,77.192035
2011,2,15,2,37,19,157,-54.226944,23,-54.283632,77.192035
2011,2,15,2,37,19,157,-54.226944,20,-54.283632,77.192035
2011,2,15,2,37,20,157,-53.226944,21,-54.283632,77.192040
2011,2,15,2,37,21,157,-51.226944,27,-54.283632,77.192045
2011,2,15,2,37,21,157,-53.226944,23,-54.283632,77.192045
2011,2,15,2,37,21,157,-52.226944,21,-54.283632,77.192045
2011,2,15,2,37,22,157,-54.226944,30,-54.283632,77.192051
2011,2,15,2,37,23,157,-53.226944,21,-54.283632,77.192056
2011,2,15,2,37,23,157,-52.226944,24,-54.283632,77.192056
2011,2,15,2,37,24,157,-52.226944,26,-54.283632,77.192061
2011,2,15,2,37,26,157,-52.226944,25,-54.283632,77.192072
2011,2,15,2,37,30,157,-51.226944,27,-54.283632,77.192093
2011,2,15,2,37,33,157,-51.226944,27,-54.283632,77.192108
2011,2,15,2,37,33,157,-52.226944,24,-54.283632,77.192108
2011,2,15,2,37,34,157,-54.226944,20,-54.283632,77.192114
2011,2,15,2,37,36,157,-52.226944,26,-54.283632,77.192124
2011,2,15,2,37,37,157,-52.226944,26,-54.283632,77.192129
2011,2,15,2,37,38,157,-53.226944,23,-54.283632,77.192135
2011,2,15,2,37,39,157,-53.226944,21,-54.283632,77.192140
2011,2,15,2,37,40,157,-54.226944,19,-54.283632,77.192145
2011,2,15,2,37,40,157,-52.226944,20,-54.283632,77.192145
2011,2,15,2,37,40,157,-53.226944,23,-54.283632,77.192145
2011,2,15,2,37,45,157,-52.226944,26,-54.283632,77.192171
2011,2,15,2,37,46,157,-54.226944,18,-54.283632,77.192177
2011,2,15,2,37,47,157,-52.226944,25,-54.283632,77.192182
2011,2,15,2,37,47,157,-53.226944,23,-54.283632,77.192182
2011,2,15,2,37,51,157,-52.226944,26,-54.283632,77.192203
2011,2,15,2,37,51,157,-53.226944,23,-54.283632,77.192203
2011,2,15,2,37,53,157,-51.226944,29,-54.283632,77.192213
2011,2,15,2,37,58,157,-52.226944,26,-54.283632,77.192240
2011,2,15,2,38,4,158,-52.226944,26,-54.033647,77.192271
2011,2,15,2,38,4,158,-52.226944,24,-54.033647,77.192271
2011,2,15,2,38,6,158,-54.226944,18,-54.033647,77.192282
2011,2,15,2,38,9,158,-52.226944,26,-54.033647,77.192297
2011,2,15,2,38,13,158,-52.226944,21,-54.033647,77.192318
2011,2,15,2,38,14,158,-54.226944,18,-54.033647,77.192324
2011,2,15,2,38,15,158,-53.226944,22,-54.033647,77.192329
2011,2,15,2,38,17,158,-54.226944,27,-54.033647,77.192339
2011,2,15,2,38,19,158,-52.226944,24,-54.033647,77.192350
2011,2,15,2,38,22,158,-54.226944,20,-54.033647,77.192365
2011,2,15,2,38,25,158,-51.226944,24,-54.033647,77.192381
2011,2,15,2,38,25,158,-52.226944,23,-54.033647,77.192381
2011,2,15,2,38,25,158,-52.226944,26,-54.033647,77.192381
2011,2,15,2,38,28,158,-51.226944,27,-54.033647,77.192397
2011,2,15,2,38,29,158,-53.226944,23,-54.033647,77.192402
2011,2,15,2,38,30,158,-53.226944,24,-54.033647,77.192407
2011,2,15,2,38,31,158,-54.226944,21,-54.033647,77.192413
2011,2,15,2,38,34,158,-52.226944,22,-54.033647,77.192428
2011,2,15,2,38,35,158,-53.226944,21,-54.033647,77.192434
2011,2,15,2,38,36,158,-51.226944,27,-54.033647,77.192439
2011,2,15,2,38,39,158,-53.226944,21,-54.033647,77.192455
2011,2,15,2,38,40,158,-52.226944,25,-54.033647,77.192460
2011,2,15,2,38,42,158,-51.226944,28,-54.033647,77.192470
2011,2,15,2,38,45,158,-53.226944,24,-54.033647,77.192486
2011,2,15,2,38,47,158,-54.226944,25,-54.033647,77.192497
2011,2,15,2,38,49,158,-52.226944,26,-54.033647,77.192507
2011,2,15,2,38,51,158,-52.226944,28,-54.033647,77.192517
2011,2,15,2,38,52,158,-54.226944,20,-54.033647,77.192523
2011,2,15,2,38,55,158,-52.226944,25,-54.033647,77.192538
2011,2,15,2,38,55,158,-52.226944,22,-54.033647,77.192538
2011,2,15,2,38,56,158,-51.226944,27,-54.033647,77.192544
2011,2,15,2,38,59,158,-51.226944,27,-54.033647,77.192559
2011,2,15,2,38,59,158,-51.226944,27,-54.033647,77.192559
2011,2,15,2,39,0,159,-52.226944,28,-53.783662,77.192565
2011,2,15,2,39,1,159,-51.226944,24,-53.783662,77.192570
2011,2,15,2,39,6,159,-51.226944,28,-53.783662,77.192596
2011,2,15,2,39,6,159,-52.226944,24,-53.783662,77.192596
2011,2,15,2,39,11,159,-51.226944,26,-53.783662,77.192622
2011,2,15,2,39,14,159,-51.226944,27,-53.783662,77.192638
2011,2,15,2,39,15,159,-52.226944,21,-53.783662,77.192643
2011,2,15,2,39,17,159,-51.226944,30,-53.783662,77.192654
2011,2,15,2,39,18,159,-52.226944,24,-53.783662,77.192659
2011,2,15,2,39,21,159,-51.226944,26,-53.783662,77.192675
2011,2,15,2,39,21,159,-51.226944,28,-53.783662,77.192675
2011,2,15,2,39,22,159,-52.226944,24,-53.783662,77.192680
2011,2,15,2,39,22,159,-52.226944,25,-53.783662,77.192680
2011,2,15,2,39,25,159,-52.226944,26,-53.783662,77.192696
2011,2,15,2,39,29,159,-52.226944,24,-53.783662,77.192717
2011,2,15,2,39,33,159,-52.226944,24,-53.783662,77.192737
2011,2,15,2,39,36,159,-52.226944,24,-53.783662,77.192753
2011,2,15,2,39,37,159,-51.226944,27,-53.783662,77.192758
2011,2,15,2,39,39,159,-51.226944,24,-53.783662,77.192769
2011,2,15,2,39,44,159,-51.226944,26,-53.783662,77.192795
2011,2,15,2,39,44,159,-51.226944,24,-53.783662,77.192795
2011,2,15,2,39,44,159,-51.226944,27,-53.783662,77.192795
2011,2,15,2,39,48,159,-52.226944,24,-53.783662,77.192816
2011,2,15,2,40,9,160,-52.226944,24,-53.533677,77.192926
2011,2,15,2,40,12,160,-51.226944,24,-53.533677,77.192942
2011,2,15,2,40,12,160,-52.226944,21,-53.533677,77.192942
2011,2,15,2,40,17,160,-52.226944,24,-53.533677,77.192968
2011,2,15,2,40,25,160,-52.226944,22,-53.533677,77.193010
2011,2,15,2,40,26,160,-52.226944,24,-53.533677,77.193015
2011,2,15,2,40,27,160,-51.226944,25,-53.533677,77.193020
2011,2,15,2,40,27,160,-51.226944,24,-53.533677,77.193020
2011,2,15,2,40,44,160,-51.226944,24,-53.533677,77.193109
2011,2,15,2,40,44,160,-51.226944,25,-53.533677,77.193109
2011,2,15,2,40,46,160,-51.226944,25,-53.533677,77.193119
2011,2,15,2,40,49,160,-51.226944,26,-53.533677,77.193135
2011,2,15,2,40,49,160,-52.226944,24,-53.533677,77.193135
2011,2,15,2,40,53,160,-51.226944,26,-53.533677,77.193156
2011,2,15,2,40,53,160,-52.226944,26,-53.533677,77.193156
2011,2,15,2,40,55,160,-51.226944,21,-53.533677,77.193166
2011,2,15,2,40,55,160,-52.226944,22,-53.533677,77.193166
2011,2,15,2,40,56,160,-51.226944,26,-53.533677,77.193172
2011,2,15,2,40,59,160,-51.226944,26,-53.533677,77.193187
2011,2,15,2,41,0,161,-51.226944,28,-53.283692,77.193192
2011,2,15,2,41,0,161,-51.226944,26,-53.283692,77.193192
2011,2,15,2,41,2,161,-50.226944,28,-53.283692,77.193203
2011,2,15,2,41,3,161,-51.226944,25,-53.283692,77.193208
2011,2,15,2,41,4,161,-51.226944,26,-53.283692,77.193213
2011,2,15,2,41,6,161,-52.226944,24,-53.283692,77.193224
2011,2,15,2,41,6,161,-52.226944,24,-53.283692,77.193224
2011,2,15,2,41,7,161,-51.226944,26,-53.283692,77.193229
2011,2,15,2,41,7,161,-51.226944,26,-53.283692,77.193229
2011,2,15,2,41,8,161,-51.226944,26,-53.283692,77.193234
2011,2,15,2,41,8,161,-51.226944,27,-53.283692,77.193234
2011,2,15,2,41,9,161,-51.226944,24,-53.283692,77.193239
2011,2,15,2,41,14,161,-51.226944,24,-53.283692,77.193266
2011,2,15,2,41,16,161,-51.226944,26,-53.283692,77.193276
2011,2,15,2,41,19,161,-51.226944,26,-53.283692,77.193292
2011,2,15,2,41,21,161,-51.226944,26,-53.283692,77.193302
2011,2,15,2,41,21,161,-51.226944,24,-53.283692,77.193302
2011,2,15,2,41,22,161,-51.226944,26,-53.283692,77.193307
2011,2,15,2,41,22,161,-51.226944,26,-53.283692,77.193307
2011,2,15,2,41,23,161,-51.226944,26,-53.283692,77.193313
2011,2,15,2,41,25,161,-51.226944,25,-53.283692,77.193323
2011,2,15,2,41,25,161,-51.226944,26,-53.283692,77.193323
2011,2,15,2,41,26,161,-51.226944,26,-53.283692,77.193328
2011,2,15,2,41,28,161,-51.226944,24,-53.283692,77.193339
2011,2,15,2,41,28,161,-52.226944,21,-53.283692,77.193339
2011,2,15,2,41,29,161,-51.226944,26,-53.283692,77.193344
2011,2,15,2,41,31,161,-51.226944,24,-53.283692,77.193354
2011,2,15,2,41,34,161,-51.226944,26,-53.283692,77.193370
2011,2,15,2,41,34,161,-52.226944,21,-53.283692,77.193370
2011,2,15,2,41,36,161,-52.226944,24,-53.283692,77.193380
2011,2,15,2,41,38,161,-51.226944,26,-53.283692,77.193391
2011,2,15,2,41,39,161,-51.226944,24,-53.283692,77.193396
2011,2,15,2,41,42,161,-51.226944,25,-53.283692,77.193412
2011,2,15,2,41,42,161,-51.226944,26,-53.283692,77.193412
2011,2,15,2,41,45,161,-51.226944,26,-53.283692,77.193427
2011,2,15,2,41,46,161,-51.226944,26,-53.283692,77.193433
2011,2,15,2,41,47,161,-51.226944,26,-53.283692,77.193438
2011,2,15,2,41,52,161,-50.226944,27,-53.283692,77.193464
2011,2,15,2,41,53,161,-51.226944,26,-53.283692,77.193469
2011,2,15,2,41,53,161,-51.226944,25,-53.283692,77.193469
2011,2,15,2,41,55,161,-51.226944,27,-53.283692,77.193480
2011,2,15,2,41,55,161,-51.226944,27,-53.283692,77.193480
2011,2,15,2,41,56,161,-51.226944,26,-53.283692,77.193485
2011,2,15,2,41,57,161,-51.226944,26,-53.283692,77.193490
2011,2,15,2,41,57,161,-50.226944,25,-53.283692,77.193490
2011,2,15,2,41,57,161,-52.226944,26,-53.283692,77.193490
2011,2,15,2,42,0,162,-51.226944,27,-53.033708,77.193506
2011,2,15,2,42,1,162,-51.226944,26,-53.033708,77.193511
2011,2,15,2,42,2,162,-50.226944,24,-53.033708,77.193516
2011,2,15,2,42,2,162,-51.226944,22,-53.033708,77.193516
2011,2,15,2,42,3,162,-51.226944,25,-53.033708,77.193521
2011,2,15,2,42,4,162,-51.226944,24,-53.033708,77.193527
2011,2,15,2,42,8,162,-50.226944,27,-53.033708,77.193547
2011,2,15,2,42,10,162,-51.226944,25,-53.033708,77.193558
2011,2,15,2,42,10,162,-51.226944,25,-53.033708,77.193558
2011,2,15,2,42,11,162,-51.226944,24,-53.033708,77.193563
2011,2,15,2,42,12,162,-50.226944,25,-53.033708,77.193568
2011,2,15,2,42,12,162,-51.226944,24,-53.033708,77.193568
2011,2,15,2,42,13,162,-51.226944,26,-53.033708,77.193573
2011,2,15,2,42,15,162,-51.226944,24,-53.033708,77.193584
2011,2,15,2,42,15,162,-50.226944,26,-53.033708,77.193584
2011,2,15,2,42,15,162,-51.226944,25,-53.033708,77.193584
2011,2,15,2,42,17,162,-52.226944,19,-53.033708,77.193594
2011,2,15,2,42,17,162,-50.226944,27,-53.033708,77.193594
2011,2,15,2,42,18,162,-50.226944,25,-53.033708,77.193600
2011,2,15,2,42,19,162,-51.226944,26,-53.033708,77.193605
2011,2,15,2,42,20,162,-51.226944,26,-53.033708,77.193610
2011,2,15,2,42,21,162,-51.226944,26,-53.033708,77.193615
2011,2,15,2,42,22,162,-52.226944,16,-53.033708,77.193620
2011,2,15,2,42,22,162,-51.226944,26,-53.033708,77.193620
2011,2,15,2,42,23,162,-51.226944,23,-53.033708,77.193626
2011,2,15,2,42,25,162,-51.226944,25,-53.033708,77.193636
2011,2,15,2,42,25,162,-51.226944,26,-53.033708,77.193636
2011,2,15,2,42,28,162,-51.226944,26,-53.033708,77.193652
2011,2,15,2,42,30,162,-51.226944,26,-53.033708,77.193662
2011,2,15,2,42,30,162,-51.226944,25,-53.033708,77.193662
2011,2,15,2,42,31,162,-51.226944,28,-53.033708,77.193667
2011,2,15,2,42,31,162,-50.226944,27,-53.033708,77.193667
2011,2,15,2,42,32,162,-51.226944,25,-53.033708,77.193673
2011,2,15,2,42,32,162,-51.226944,23,-53.033708,77.193673
2011,2,15,2,42,33,162,-51.226944,24,-53.033708,77.193678
2011,2,15,2,42,34,162,-51.226944,26,-53.033708,77.193683
2011,2,15,2,42,35,162,-50.226944,27,-53.033708,77.193688
2011,2,15,2,42,35,162,-50.226944,25,-53.033708,77.193688
2011,2,15,2,42,38,162,-50.226944,27,-53.033708,77.193704
2011,2,15,2,42,38,162,-51.226944,24,-53.033708,77.193704
2011,2,15,2,42,40,162,-50.226944,27,-53.033708,77.193714
2011,2,15,2,42,40,162,-52.226944,17,-53.033708,77.193714
2011,2,15,2,42,41,162,-51.226944,26,-53.033708,77.193719
2011,2,15,2,42,42,162,-51.226944,24,-53.033708,77.193725
2011,2,15,2,42,50,162,-51.226944,24,-53.033708,77.193766
2011,2,15,2,42,55,162,-53.226944,22,-53.033708,77.193792
2011,2,15,2,42,55,162,-51.226944,24,-53.033708,77.193792
2011,2,15,2,42,56,162,-52.226944,28,-53.033708,77.193798
2011,2,15,2,42,57,162,-51.226944,24,-53.033708,77.193803
2011,2,15,2,42,57,162,-51.226944,24,-53.033708,77.193803
2011,2,15,2,43,2,163,-51.226944,22,-52.783723,77.193829
2011,2,15,2,43,2,163,-50.226944,26,-52.783723,77.193829
2011,2,15,2,43,3,163,-50.226944,27,-52.783723,77.193834
2011,2,15,2,43,5,163,-51.226944,24,-52.783723,77.193845
2011,2,15,2,43,8,163,-51.226944,24,-52.783723,77.193860
2011,2,15,2,43,9,163,-51.226944,26,-52.783723,77.193865
2011,2,15,2,43,11,163,-50.226944,27,-52.783723,77.193876
2011,2,15,2,43,11,163,-50.226944,26,-52.783723,77.193876
2011,2,15,2,43,12,163,-51.226944,27,-52.783723,77.193881
2011,2,15,2,43,13,163,-50.226944,26,-52.783723,77.193886
2011,2,15,2,43,13,163,-50.226944,25,-52.783723,77.193886
2011,2,15,2,43,15,163,-50.226944,28,-52.783723,77.193897
2011,2,15,2,43,16,163,-50.226944,26,-52.783723,77.193902
2011,2,15,2,43,17,163,-50.226944,27,-52.783723,77.193907
2011,2,15,2,43,17,163,-50.226944,27,-52.783723,77.193907
2011,2,15,2,43,17,163,-51.226944,24,-52.783723,77.193907
2011,2,15,2,43,18,163,-50.226944,27,-52.783723,77.193912
2011,2,15,2,43,18,163,-50.226944,26,-52.783723,77.193912
2011,2,15,2,43,19,163,-50.226944,27,-52.783723,77.193917
2011,2,15,2,43,20,163,-50.226944,27,-52.783723,77.193923
2011,2,15,2,43,21,163,-52.226944,20,-52.783723,77.193928
2011,2,15,2,43,23,163,-52.226944,20,-52.783723,77.193938
2011,2,15,2,43,23,163,-50.226944,27,-52.783723,77.193938
2011,2,15,2,43,26,163,-50.226944,25,-52.783723,77.193954
2011,2,15,2,43,27,163,-50.226944,27,-52.783723,77.193959
2011,2,15,2,43,27,163,-54.226944,32,-52.783723,77.193959
2011,2,15,2,43,28,163,-51.226944,23,-52.783723,77.193964
2011,2,15,2,43,28,163,-50.226944,26,-52.783723,77.193964
2011,2,15,2,43,29,163,-50.226944,26,-52.783723,77.193970
2011,2,15,2,43,29,163,-52.226944,19,-52.783723,77.193970
2011,2,15,2,43,30,163,-51.226944,21,-52.783723,77.193975
2011,2,15,2,43,30,163,-51.226944,24,-52.783723,77.193975
2011,2,15,2,43,31,163,-50.226944,27,-52.783723,77.193980
2011,2,15,2,43,32,163,-51.226944,24,-52.783723,77.193985
2011,2,15,2,43,35,163,-50.226944,25,-52.783723,77.194001
2011,2,15,2,43,36,163,-50.226944,27,-52.783723,77.194006
2011,2,15,2,43,36,163,-51.226944,24,-52.783723,77.194006
2011,2,15,2,43,36,163,-50.226944,26,-52.783723,77.194006
2011,2,15,2,43,38,163,-51.226944,26,-52.783723,77.194016
2011,2,15,2,43,38,163,-50.226944,26,-52.783723,77.194016
2011,2,15,2,43,39,163,-50.226944,27,-52.783723,77.194022
2011,2,15,2,43,43,163,-50.226944,24,-52.783723,77.194042
2011,2,15,2,43,43,163,-50.226944,26,-52.783723,77.194042
2011,2,15,2,43,43,163,-51.226944,24,-52.783723,77.194042
2011,2,15,2,43,43,163,-51.226944,24,-52.783723,77.194042
2011,2,15,2,43,43,163,-51.226944,20,-52.783723,77.194042
2011,2,15,2,43,43,163,-51.226944,24,-52.783723,77.194042
2011,2,15,2,43,43,163,-50.226944,26,-52.783723,77.194042
2011,2,15,2,43,45,163,-50.226944,26,-52.783723,77.194053
2011,2,15,2,43,45,163,-52.226944,25,-52.783723,77.194053
2011,2,15,2,43,46,163,-51.226944,24,-52.783723,77.194058
2011,2,15,2,43,46,163,-51.226944,24,-52.783723,77.194058
2011,2,15,2,43,46,163,-50.226944,27,-52.783723,77.194058
2011,2,15,2,43,46,163,-52.226944,17,-52.783723,77.194058
2011,2,15,2,43,46,163,-50.226944,26,-52.783723,77.194058
2011,2,15,2,43,47,163,-50.226944,27,-52.783723,77.194063
2011,2,15,2,43,47,163,-51.226944,24,-52.783723,77.194063
2011,2,15,2,43,47,163,-51.226944,22,-52.783723,77.194063
2011,2,15,2,43,47,163,-50.226944,24,-52.783723,77.194063
2011,2,15,2,43,48,163,-51.226944,24,-52.783723,77.194068
2011,2,15,2,43,49,163,-51.226944,24,-52.783723,77.194074
2011,2,15,2,43,49,163,-51.226944,24,-52.783723,77.194074
2011,2,15,2,43,50,163,-50.226944,26,-52.783723,77.194079
2011,2,15,2,43,50,163,-51.226944,26,-52.783723,77.194079
2011,2,15,2,43,51,163,-51.226944,24,-52.783723,77.194084
2011,2,15,2,43,51,163,-50.226944,27,-52.783723,77.194084
2011,2,15,2,43,51,163,-52.226944,20,-52.783723,77.194084
2011,2,15,2,43,51,163,-51.226944,24,-52.783723,77.194084
2011,2,15,2,43,52,163,-52.226944,20,-52.783723,77.194089
2011,2,15,2,43,52,163,-52.226944,18,-52.783723,77.194089
2011,2,15,2,43,53,163,-51.226944,23,-52.783723,77.194094
2011,2,15,2,43,53,163,-50.226944,27,-52.783723,77.194094
2011,2,15,2,43,53,163,-50.226944,25,-52.783723,77.194094
2011,2,15,2,43,54,163,-50.226944,26,-52.783723,77.194100
2011,2,15,2,43,56,163,-51.226944,24,-52.783723,77.194110
2011,2,15,2,43,58,163,-50.226944,26,-52.783723,77.194120
2011,2,15,2,43,58,163,-52.226944,18,-52.783723,77.194120
2011,2,15,2,43,58,163,-51.226944,26,-52.783723,77.194120
2011,2,15,2,43,58,163,-51.226944,24,-52.783723,77.194120
2011,2,15,2,43,59,163,-51.226944,20,-52.783723,77.194126
2011,2,15,2,43,59,163,-50.226944,26,-52.783723,77.194126
2011,2,15,2,43,59,163,-50.226944,25,-52.783723,77.194126
2011,2,15,2,44,0,164,-50.226944,28,-52.533739,77.194131
2011,2,15,2,44,1,164,-50.226944,26,-52.533739,77.194136
2011,2,15,2,44,1,164,-50.226944,26,-52.533739,77.194136
2011,2,15,2,44,1,164,-51.226944,24,-52.533739,77.194136
2011,2,15,2,44,1,164,-50.226944,27,-52.533739,77.194136
2011,2,15,2,44,2,164,-51.226944,24,-52.533739,77.194141
2011,2,15,2,44,3,164,-50.226944,25,-52.533739,77.194146
2011,2,15,2,44,3,164,-50.226944,26,-52.533739,77.194146
2011,2,15,2,44,4,164,-51.226944,24,-52.533739,77.194152
2011,2,15,2,44,4,164,-51.226944,24,-52.533739,77.194152
2011,2,15,2,44,4,164,-51.226944,23,-52.533739,77.194152
2011,2,15,2,44,5,164,-50.226944,26,-52.533739,77.194157
2011,2,15,2,44,5,164,-50.226944,24,-52.533739,77.194157
2011,2,15,2,44,6,164,-50.226944,28,-52.533739,77.194162
2011,2,15,2,44,6,164,-51.226944,23,-52.533739,77.194162
2011,2,15,2,44,6,164,-50.226944,26,-52.533739,77.194162
2011,2,15,2,44,7,164,-51.226944,24,-52.533739,77.194167
2011,2,15,2,44,7,164,-52.226944,19,-52.533739,77.194167
2011,2,15,2,44,8,164,-51.226944,24,-52.533739,77.194173
2011,2,15,2,44,9,164,-51.226944,24,-52.533739,77.194178
2011,2,15,2,44,9,164,-51.226944,24,-52.533739,77.194178
2011,2,15,2,44,10,164,-50.226944,26,-52.533739,77.194183
2011,2,15,2,44,11,164,-50.226944,26,-52.533739,77.194188
2011,2,15,2,44,11,164,-51.226944,24,-52.533739,77.194188
2011,2,15,2,44,11,164,-50.226944,26,-52.533739,77.194188
2011,2,15,2,44,12,164,-51.226944,22,-52.533739,77.194193
2011,2,15,2,44,13,164,-51.226944,24,-52.533739,77.194199
2011,2,15,2,44,13,164,-49.226944,24,-52.533739,77.194199
2011,2,15,2,44,13,164,-50.226944,27,-52.533739,77.194199
2011,2,15,2,44,15,164,-51.226944,23,-52.533739,77.194209
2011,2,15,2,44,15,164,-51.226944,24,-52.533739,77.194209
2011,2,15,2,44,16,164,-51.226944,23,-52.533739,77.194214
2011,2,15,2,44,17,164,-50.226944,25,-52.533739,77.194219
2011,2,15,2,44,17,164,-51.226944,24,-52.533739,77.194219
2011,2,15,2,44,18,164,-50.226944,26,-52.533739,77.194225
2011,2,15,2,44,18,164,-51.226944,23,-52.533739,77.194225
2011,2,15,2,44,19,164,-51.226944,24,-52.533739,77.194230
2011,2,15,2,44,20,164,-51.226944,22,-52.533739,77.194235
2011,2,15,2,44,21,164,-50.226944,25,-52.533739,77.194240
2011,2,15,2,44,22,164,-52.226944,21,-52.533739,77.194245
2011,2,15,2,44,22,164,-51.226944,23,-52.533739,77.194245
2011,2,15,2,44,23,164,-50.226944,24,-52.533739,77.194251
2011,2,15,2,44,24,164,-50.226944,25,-52.533739,77.194256
2011,2,15,2,44,24,164,-50.226944,26,-52.533739,77.194256
2011,2,15,2,44,24,164,-50.226944,26,-52.533739,77.194256
2011,2,15,2,44,24,164,-50.226944,27,-52.533739,77.194256
2011,2,15,2,44,24,164,-51.226944,22,-52.533739,77.194256
2011,2,15,2,44,26,164,-51.226944,23,-52.533739,77.194266
2011,2,15,2,44,26,164,-51.226944,26,-52.533739,77.194266
2011,2,15,2,44,26,164,-50.226944,27,-52.533739,77.194266
2011,2,15,2,44,26,164,-51.226944,26,-52.533739,77.194266
2011,2,15,2,44,26,164,-50.226944,26,-52.533739,77.194266
2011,2,15,2,44,27,164,-50.226944,26,-52.533739,77.194271
2011,2,15,2,44,28,164,-50.226944,27,-52.533739,77.194277
2011,2,15,2,44,28,164,-51.226944,26,-52.533739,77.194277
2011,2,15,2,44,29,164,-51.226944,26,-52.533739,77.194282
2011,2,15,2,44,29,164,-51.226944,22,-52.533739,77.194282
2011,2,15,2,44,29,164,-50.226944,25,-52.533739,77.194282
2011,2,15,2,44,30,164,-51.226944,24,-52.533739,77.194287
2011,2,15,2,44,30,164,-50.226944,26,-52.533739,77.194287
2011,2,15,2,44,32,164,-51.226944,24,-52.533739,77.194297
2011,2,15,2,44,32,164,-50.226944,27,-52.533739,77.194297
2011,2,15,2,44,32,164,-52.226944,18,-52.533739,77.194297
2011,2,15,2,44,32,164,-50.226944,25,-52.533739,77.194297
2011,2,15,2,44,33,164,-50.226944,25,-52.533739,77.194303
2011,2,15,2,44,33,164,-52.226944,20,-52.533739,77.194303
2011,2,15,2,44,35,164,-51.226944,20,-52.533739,77.194313
2011,2,15,2,44,37,164,-51.226944,23,-52.533739,77.194323
2011,2,15,2,44,38,164,-50.226944,26,-52.533739,77.194329
2011,2,15,2,44,41,164,-51.226944,24,-52.533739,77.194344
2011,2,15,2,44,42,164,-50.226944,26,-52.533739,77.194349
2011,2,15,2,44,42,164,-51.226944,23,-52.533739,77.194349
2011,2,15,2,44,42,164,-50.226944,26,-52.533739,77.194349
